,artists,years of career,song count
951,Frankie Laine,6,33
952,Albert Collins,6,8
953,Super8 & Tab,6,19
954,Dio,6,34
955,Kris Kristofferson,6,29
956,Albert King,6,30
957,Cream,6,34
958,Village People,6,10
959,The Outfield,6,26
960,Steppenwolf,6,37
961,Bullet For My Valentine,6,11
962,Gang Starr,6,24
963,Dazz Band,6,7
964,Santo & Johnny,6,16
965,Wilco,6,23
966,Stereolab,6,14
967,Margaret Whiting,6,32
968,Sandro,6,14
969,Art Pepper,6,49
970,Atmosphere,6,14
971,Horace Silver,6,17
972,Keith Whitley,6,36
973,Gal Costa,6,16
974,Matt Monro,6,29
975,Astrud Gilberto,6,40
976,New Kids On The Block,6,29
977,Al Hirt,6,16
978,The Dubliners,6,26
979,Shalamar,6,14
980,Disturbed,6,44
981,Yma Sumac,6,32
982,Steve Green,6,7
983,Piero Piccioni,6,13
984,Marcos Witt,6,14
985,TWICE,6,9
986,Andrew Rayel,6,10
987,Hootie & The Blowfish,6,19
988,DJ X-Change,6,9
989,Parul Ghosh,6,15
990,Yolanda Adams,6,9
991,Patti Smith,6,31
992,Art Garfunkel,6,14
993,The Weeknd,6,57
994,Alacranes Musical,6,12
995,Alan Silvestri,6,10
996,Kid Rock,6,28
997,Eros Ramazzotti,6,13
998,The White Stripes,6,23
999,Queens of the Stone Age,6,49
1000,Bowling For Soup,6,27
1001,Azymuth,6,25
1002,Palito Ortega,6,8
1003,Elevation Worship,6,8
1004,The Cleaners From Venus,6,13
1005,The Stylistics,6,35
1006,Keith Emerson,6,18
1007,Uriah Heep,6,17
1008,Christina Aguilera,6,31
1009,Priscilla Chan,6,7
1010,Matchbox Twenty,6,32
1011,Heatwave,6,17
1012,Roger Williams,6,32
1013,Glenn Frey,6,13
1014,Lil Uzi Vert,6,36
1015,Quiet Riot,6,25
1016,Steven Curtis Chapman,6,9
1017,The Sugarhill Gang,6,9
1018,Peter Tosh,6,32
1019,"Mukesh', 'Lata Mangeshkar",6,6
1020,Alejandro Sanz,6,14
1021,Martin Denny,6,80
1022,Lalo Schifrin,6,14
1023,Gloria Gaynor,6,12
1024,Elliott Smith,6,47
1025,Sugar Ray,6,13
1026,Volbeat,6,9
1027,Manowar,6,17
1028,Free,6,19
1029,All Time Low,6,19
1030,Paramore,6,38
1031,DJ Jazzy Jeff & The Fresh Prince,6,12
1032,Public Enemy,6,28
1033,The Chi-Lites,6,9
1034,Jimmy Durante,6,26
1035,Staind,6,18
1036,The Chicks,6,36
1037,Alison Krauss,6,10
1038,Pimpinela,6,14
1039,Benny Goodman Sextet,6,19
1040,Alison Krauss & Union Station,6,6
1041,Tame Impala,6,33
1042,Kirk Franklin,6,12
1043,April Wine,6,22
1044,Héctor Lavoe,6,26
1045,Max Roach,6,20
1046,Pantera,6,51
1047,Kim Carnes,6,6
1048,Alicia Keys,6,14
1049,Diana Ross & The Supremes,6,15
1050,Marillion,6,28
1051,The Fall,6,8
1052,Night Ranger,6,25
1053,Kate Bush,6,89
1054,Stan Whitmire,6,14
1055,Cornelio Reyna,6,24
1056,The Smiths,6,116
1057,Lenny Kravitz,6,25
1058,Deodato,6,10
1059,Mark Chesnutt,6,22
1060,Banda Movil,6,8
1061,Train,6,11
1062,Banda Maguey,6,14
1063,Pure Prairie League,6,14
1064,Darius Rucker,6,10
1065,Potato,6,6
1066,The Yardbirds,6,33
1067,Joe Bataan,6,21
1068,Bryan Ferry,6,13
1069,Descendents,6,39
1070,Twenty One Pilots,6,47
1071,Mark Knopfler,6,13
1072,Hüsker Dü,6,24
1073,Elvis Costello & The Attractions,6,29
1074,Leon Russell,6,34
1075,Petra,6,12
1076,Gene Ammons,6,10
1077,W.A.S.P.,6,35
1078,The Flaming Lips,6,37
1079,Víctor Manuelle,6,16
1080,Gavin DeGraw,6,10
1081,Sukrit Wisetkaew,6,7
1082,La Sonora Matancera,6,22
1083,Alice Coltrane,6,14
1084,"Eurythmics', 'Annie Lennox', 'Dave Stewart",6,24
1085,Fugazi,6,29
1086,Bad Brains,6,42
1087,Cosmic Gate,6,18
1088,Trace Adkins,6,12
1089,The Emotions,6,18
1090,LeAnn Rimes,6,14
1091,"Wolfgang Amadeus Mozart', 'Arturo Toscanini",6,39
1092,X,6,30
1093,Wham!,6,35
1094,Tower Of Power,6,30
1095,Bachman-Turner Overdrive,6,22
1096,Maxwell,6,25
1097,Andrew Bayer,6,13
1098,Tracy Chapman,6,27
1099,Bronco,6,43
1100,Jorge Ben Jor,6,36
1101,"Tyler, The Creator",6,26
1102,Morgan Wallen,6,83
1103,Type O Negative,6,30
1104,Charlie Chaplin,6,99
1105,Avril Lavigne,6,29
1106,Barenaked Ladies,6,20
1107,Madness,6,14
1108,Frankie Valli,6,15
1109,Chicos de Barrio,6,6
1110,Betty Wright,6,11
1111,Tracy Byrd,6,8
1112,Grupo Exterminador,6,30
1113,Stray Cats,6,19
1114,Lee Hazlewood,6,19
1115,Lee Morgan,6,40
1116,Nickelback,6,34
1117,Daniela Romo,6,9
1118,System Of A Down,6,72
1119,DEVO,6,60
1120,DJ Quik,6,21
1121,Hillsong UNITED,6,9
1122,Roberta Flack,6,25
1123,Culture Club,6,19
1124,Teddy Wilson,6,26
1125,Meena Kapoor,6,24
1126,Wayne Shorter,6,12
1127,The Waterboys,6,12
1128,John Hartford,6,21
1129,Violent Femmes,6,32
1130,Ne-Yo,6,14
1131,The Dells,6,11
1132,Funkadelic,6,53
1133,T.I.,6,12
1134,Daniel Johnston,6,30
1135,Switchfoot,6,8
1136,Huey Lewis & The News,6,35
1137,Chris Young,6,13
1138,Jake Owen,6,12
1139,Grace Jones,6,16
1140,Lakeside,6,15
1141,Alice In Chains,6,70
1142,The Tragically Hip,6,9
1143,Rose Royce,6,12
1144,Bird Thongchai,6,7
1145,Reik,6,9
1146,Ramsey Lewis Trio,6,36
1147,The Motels,6,8
1148,The Human League,6,20
1149,Billy Joe Shaver,6,10
1150,Münir Nurettin Selçuk,6,29
1151,The Guess Who,6,38
1152,Clannad,6,10
1153,"Harry Connick, Jr.",6,36
1154,Snehprabha Pradhan,6,17
1155,The Jam,6,25
1156,"Mohammed Rafi', 'Asha Bhosle",6,9
1157,Yves Montand,6,59
1158,Geto Boys,6,19
1159,Loose Ends,6,14
1160,Carlos Gardel,6,66
1161,"Francisco Canaro', 'Charlo",6,456
1162,Incubus,6,39
1163,Redbone,6,16
1164,R. Kelly,6,32
1165,Tim Maia,6,11
1166,APO Hiking Society,6,13
1167,The Irish Rovers,6,9
1168,The Meters,6,40
1169,Rammstein,6,34
1170,AJR,6,13
1171,Bobby Brown,6,19
1172,Michael Giacchino,6,8
1173,The Grass Roots,6,14
1174,Big Sean,6,11
1175,Silvio Rodríguez,6,30
1176,Don McLean,6,30
1177,Little Mix,6,11
1178,Omnia,6,10
1179,Moby,6,20
1180,Ginuwine,6,18
1181,Jonas Brothers,6,16
1182,The Marvelettes,6,26
1183,"""Destiny's Child""",6,25
1184,P. U. Chinnappa,6,16
1185,Johnny Hallyday,6,9
1186,Los Lobos,6,30
1187,Molly Hatchet,6,25
1188,Los Hermanos Rosario,6,7
1189,Cody Jinks,6,11
1190,Gil Scott-Heron,6,22
1191,Oscar Peterson Trio,6,76
1192,Édith Piaf,6,18
1193,Irma Thomas,6,22
1194,Эрнест Хемингуэй,6,1175
1195,Above & Beyond,6,19
1196,Johnny Paycheck,6,29
1197,Eddie Fisher,6,24
1198,Tommy James & The Shondells,6,26
1199,"Shamshad Begum', 'Mohammed Rafi",6,11
1200,Ángeles Del Infierno,6,12
1201,Olivia Newton-John,6,17
1202,Social Distortion,6,38
1203,Raphael,6,17
1204,Helloween,6,13
1205,Zapp,6,28
1206,Loreena McKennitt,6,34
1207,Boards of Canada,6,24
1208,Clash,6,6
1209,Lorrie Morgan,6,12
1210,Eddie Money,6,44
1211,Lyle Lovett,6,19
1212,The Judds,6,29
1213,Frank Ocean,6,35
1214,Chuck Mangione,6,12
1215,Lou Donaldson,6,17
1216,Pavement,6,20
1217,Zeenat Begum,6,44
1218,Z.Z. Hill,6,9
1219,Love,6,41
1220,The Ink Spots,6,29
1221,Loudon Wainwright III,6,9
1222,"Ghantasala', 'P. Leela",6,11
1223,Ratt,6,42
1224,Carla Thomas,6,9
1225,Billy Ocean,6,16
1226,Lisandro Meza,6,11
1227,Salt-N-Pepa,6,13
1228,Binomio de Oro,6,7
1229,Dropkick Murphys,6,13
1230,Sister Sledge,6,13
1231,Rage Against The Machine,6,62
1232,Faith No More,6,49
1233,Dream Theater,6,19
1234,Cisco Houston,6,35
1235,Pierce The Veil,6,19
1236,Sheela,6,13
1237,Sheena Easton,6,13
1238,Modest Mouse,6,49
1239,The Mills Brothers,6,12
1240,Αντώνης Νταλγκάς,6,26
1241,The Louvin Brothers,6,40
1242,Dranem,6,11
1243,Shania Twain,6,41
1244,Isaac Hayes,6,13
1245,Francis Cabrel,6,6
1246,Eazy-E,6,22
1247,Three Days Grace,6,33
1248,Sam Smith,6,19
1249,S. D. Batish,6,10
1250,Tony Joe White,6,13
1251,M. K. Thyagaraja Bhagavathar,6,48
1252,Shirley Caesar,6,9
1253,El Tri,6,13
1254,M. L. Vasanthakumari,6,8
1255,Shinedown,6,31
1256,Sammy Kershaw,6,12
1257,Los Panchos,6,42
1258,Earl Thomas Conley,6,26
1259,The Killers,6,27
1260,Sam Cooke,6,196
1261,The Miracles,6,33
1262,Carmen Miranda,6,102
1263,Orleans,6,9
1264,Simply Red,6,27
1265,NF,6,36
1266,Frank Reyes,5,8
1267,Death,5,25
1268,Lykke Li,5,5
1269,Billy May,5,13
1270,Café Tacvba,5,19
1271,Ricky Martin,5,18
1272,The Fixx,5,18
1273,"Doris Day', 'Percy Faith & His Orchestra",5,14
1274,Cage The Elephant,5,20
1275,"Ferry Corsten', 'Gouryella",5,11
1276,Dan + Shay,5,13
1277,Ray Parker Jr.,5,6
1278,"Cliff Richard', 'The Shadows",5,14
1279,Sudhir Phadke,5,7
1280,Eric Carmen,5,9
1281,Russ,5,12
1282,Sean Kingston,5,8
1283,Mina,5,86
1284,James McMurtry,5,5
1285,Raavu Balasaraswathi,5,9
1286,Marisela,5,35
1287,Krokus,5,12
1288,Me First and the Gimme Gimmes,5,9
1289,Elmore James,5,23
1290,Sudha Mukherjee,5,6
1291,"Alvin & The Chipmunks', 'David Seville",5,21
1292,Los Prisioneros,5,12
1293,"""Oscar D'León""",5,9
1294,Tom Rush,5,17
1295,"Francisco Canaro', 'Carlos Roldán",5,75
1296,"La Sonora Matancera', 'Celia Cruz",5,32
1297,Santosh Sengupta,5,17
1298,The Chemical Brothers,5,9
1299,Clutch,5,12
1300,Busta Rhymes,5,10
1301,"Frédéric Chopin', 'Samson François",5,16
1302,The Jeff Healey Band,5,7
1303,Samuray,5,16
1304,Mijares,5,7
1305,Jean-Luc Ponty,5,11
1306,Grupo Cañaveral De Humberto Pabón,5,8
1307,Jennifer Lopez,5,11
1308,Pat Metheny,5,14
1309,"""Olivia O'Brien""",5,5
1310,Suchitra Mitra,5,12
1311,Eddie Palmieri,5,14
1312,Nightwish,5,7
1313,Los Liricos De Teran,5,5
1314,Third Day,5,7
1315,Beach House,5,10
1316,Jr. Walker & The All Stars,5,18
1317,Billy Bragg,5,9
1318,The Cats,5,6
1319,James Gang,5,30
1320,Sergio Vargas,5,7
1321,"Sergio Vega ""El Shaka""",5,7
1322,Jeremy Camp,5,9
1323,Supriti Ghosh,5,20
1324,Cartel De Santa,5,12
1325,Wayne Newton,5,16
1326,The Trammps,5,7
1327,Third Eye Blind,5,30
1328,David Ruffin,5,11
1329,The Youngbloods,5,10
1330,Newsboys,5,7
1331,Logic,5,19
1332,Lionel Richie,5,36
1333,Five Finger Death Punch,5,34
1334,Halsey,5,21
1335,Rebelution,5,13
1336,Sister Rosetta Tharpe,5,22
1337,Guardianes Del Amor,5,14
1338,Orlando Silva,5,9
1339,*NSYNC,5,44
1340,Robert Plant,5,18
1341,Sleeping At Last,5,8
1342,Leonardo Favio,5,13
1343,Alibert,5,8
1344,McCoy Tyner,5,17
1345,The Presidents Of The United States Of America,5,13
1346,Humble Pie,5,18
1347,The National,5,8
1348,Perchicot,5,8
1349,"""Los Byby's""",5,11
1350,"Franz Liszt', 'Vladimir Horowitz",5,56
1351,Julio Preciado Y Su Banda Perla Del Pacifico,5,7
1352,Shankar Dasgupta,5,7
1353,Placebo,5,9
1354,Phil Ochs,5,33
1355,Cake,5,41
1356,Missy Elliott,5,8
1357,Gabby Pahinui,5,8
1358,Barrington Levy,5,8
1359,The Animals,5,82
1360,Jimmy Reed,5,17
1361,Billy Paul,5,9
1362,Guy Clark,5,19
1363,Dexys Midnight Runners,5,10
1364,Willie Hutch,5,8
1365,"Leonard Bernstein', 'New York Philharmonic",5,21
1366,All That Remains,5,7
1367,Shenandoah,5,14
1368,A$AP Rocky,5,13
1369,Louis Armstrong & His Savoy Ballroom Five,5,17
1370,Binomio de Oro de América,5,9
1371,Louis Armstrong & His Sebastian New Cotton Club Orchestra,5,11
1372,Patricio Rey y sus Redonditos de Ricota,5,5
1373,Charly García,5,9
1374,Banda Pequeños Musical,5,9
1375,The Laurie Berkner Band,5,6
1376,Cheryl Lynn,5,9
1377,Reel Big Fish,5,10
1378,"Patsy Cline', 'The Jordanaires",5,37
1379,Rory Gallagher,5,19
1380,Kevin Gates,5,20
1381,$uicideBoy$,5,28
1382,Fuel,5,9
1383,"Billie Holiday', 'Eddie Heywood",5,26
1384,"Mohammed Rafi', 'Geeta Dutt",5,5
1385,Gorillaz,5,31
1386,Los Tiranos Del Norte,5,6
1387,Cheech & Chong,5,8
1388,Public Image Ltd.,5,9
1389,Dua Lipa,5,11
1390,101 Strings Orchestra,5,11
1391,Live,5,19
1392,The Fabulous Thunderbirds,5,14
1393,Black Uhuru,5,15
1394,The Rascals,5,6
1395,blackbear,5,12
1396,Delbert McClinton,5,6
1397,Roy Ayers,5,11
1398,Lee Greenwood,5,10
1399,Ciara,5,6
1400,The Romantics,5,10
1401,La Lupe,5,9
1402,They Might Be Giants,5,37
1403,Tamia,5,11
1404,Sum 41,5,18
1405,Porter Wagoner,5,6
1406,The Black Crowes,5,24
1407,"Porter Wagoner', 'Dolly Parton",5,10
1408,Jimmy Dean,5,27
1409,Mocedades,5,9
1410,Nat King Cole Trio,5,16
1411,Arctic Monkeys,5,51
1412,Duane Eddy,5,8
1413,Talk Talk,5,25
1414,Markus Schulz,5,8
1415,Lys Gauty,5,7
1416,Los Rehenes,5,11
1417,Del The Funky Homosapien,5,8
1418,Golden Earring,5,8
1419,Helen Merrill,5,28
1420,Mtume,5,9
1421,The Wailers,5,21
1422,Dead Kennedys,5,46
1423,Sugarland,5,10
1424,"Rufus', 'Chaka Khan",5,20
1425,Grupo Libra,5,35
1426,Hank Mobley,5,21
1427,GG Allin,5,11
1428,Black Flag,5,40
1429,The Walker Brothers,5,6
1430,Cheo Feliciano,5,24
1431,OneRepublic,5,18
1432,Billy Dean,5,7
1433,"""The Go-Go's""",5,28
1434,Lonestar,5,15
1435,Billie Eilish,5,31
1436,Del Shannon,5,26
1437,Lee Ritenour,5,8
1438,CHIC,5,21
1439,L.T.D.,5,8
1440,Liz Story,5,7
1441,KMFDM,5,8
1442,Félix Mayol,5,7
1443,Radharani,5,10
1444,"10,000 Maniacs",5,17
1445,The Specials,5,32
1446,Marino,5,23
1447,Kaushalya,5,10
1448,"Roy Orbison', 'Alex Orbison', 'Chuck Turner",5,150
1449,Laura Pausini,5,6
1450,Modern English,5,8
1451,Hank Locklin,5,7
1452,One Direction,5,89
1453,Michael Franks,5,26
1454,"Lata Mangeshkar', 'Talat Mahmood",5,10
1455,Protoculture,5,8
1456,Cab Calloway,5,13
1457,Jeffrey Osborne,5,10
1458,Los inquietos del vallenato,5,5
1459,Esone,5,6
1460,Kathy Mattea,5,6
1461,Nightmares On Wax,5,9
1462,Bad Bunny,5,33
1463,Chris de Burgh,5,8
1464,Jason Derulo,5,14
1465,Manfred Mann,5,15
1466,Real Life,5,7
1467,Don Henley,5,24
1468,Milt Jackson,5,19
1469,Trampled by Turtles,5,6
1470,Richard Marx,5,10
1471,Patrice Rushen,5,14
1472,Arlo Guthrie,5,15
1473,Ornette Coleman,5,34
1474,The Delfonics,5,24
1475,Nalini Jaywant,5,15
1476,Ravi Shankar,5,15
1477,PJ Harvey,5,17
1478,Enigma,5,25
1479,Childish Gambino,5,23
1480,C. H. Atma,5,11
1481,Gary Moore,5,10
1482,"Johann Sebastian Bach', 'Jascha Heifetz",5,57
1483,How Hard,5,5
1484,Emile Pandolfi,5,15
1485,The Lorax,5,8
1486,Billy Joe Royal,5,6
1487,Lee Dorsey,5,8
1488,Jan & Dean,5,10
1489,Mother Mother,5,30
1490,Mindless Self Indulgence,5,14
1491,"Denis Kenzo', 'Sveta B.",5,8
1492,"""Sinéad O'Connor""",5,18
1493,Suffused,5,14
1494,Gojira,5,6
1495,H Khan Mastana,5,9
1496,Eddy Arnold,5,23
1497,Lee Brice,5,12
1498,Boston,5,33
1499,Lee Ann Womack,5,5
1500,Jimmy Cliff,5,25
1501,Miguel Y Miguel,5,12
1502,"""Shakin' Stevens""",5,8
1503,Goldfinger,5,6
1504,Wire,5,36
1505,Eric B. & Rakim,5,18
1506,Little Milton,5,5
1507,Gino Vannelli,5,12
1508,"""Screamin' Jay Hawkins""",5,16
1509,Brownie McGhee,5,37
1510,Mountain,5,26
1511,"Marvin Gaye', 'Tammi Terrell",5,23
1512,"Doris Day', 'Frank DeVol & His Orchestra",5,18
1513,Daniel Caesar,5,9
1514,The Association,5,24
1515,Manik Varma,5,5
1516,Lobo,5,12
1517,Sir Mix-A-Lot,5,14
1518,K-Ci & JoJo,5,8
1519,Built To Spill,5,19
1520,Justin Moore,5,13
1521,Good Charlotte,5,18
1522,Limp Bizkit,5,31
1523,Overkill,5,9
1524,Buffalo Springfield,5,52
1525,Jim Croce,5,52
1526,Joe Nichols,5,8
1527,Elis Regina,5,9
1528,Underworld,5,5
1529,Ivan Gomez,5,8
1530,Joe Pass,5,17
1531,Kino,5,20
1532,Adolphe Bérard,5,7
1533,Ahmad Jamal Trio,5,46
1534,Hollywood Undead,5,25
1535,Blues Traveler,5,16
1536,Hailee Steinfeld,5,8
1537,Minnie Riperton,5,32
1538,Merle Travis,5,26
1539,Mildred Bailey,5,14
1540,Sounds Of Blackness,5,6
1541,SWV,5,19
1542,Adriano Celentano,5,7
1543,Brett Eldredge,5,10
1544,Eartha Kitt,5,28
1545,"George Jones', 'Tammy Wynette",5,7
1546,Stone Temple Pilots,5,45
1547,Jackie DeShannon,5,6
1548,Mohantara Talpade,5,20
1549,Al Martino,5,22
1550,Soundgarden,5,57
1551,Joe Sample,5,8
1552,Joe Satriani,5,20
1553,Ludovico Einaudi,5,6
1554,Jhené Aiko,5,13
1555,Bonnie Tyler,5,11
1556,Captain & Tennille,5,8
1557,Great White,5,14
1558,Freddie Jackson,5,11
1559,Pedro Fernández,5,5
1560,"Nacho Chapado', 'Smaz', 'Lou Mullen",5,7
1561,Shawn Colvin,5,5
1562,Seether,5,19
1563,Paul Williams,5,8
1564,Camel,5,18
1565,Jazmine Sullivan,5,15
1566,Jagged Edge,5,8
1567,Naseem Bano,5,12
1568,Johnny Gill,5,12
1569,Selena Gomez & The Scene,5,9
1570,Dmitriy Rublev,5,9
1571,Xavier Cugat & His Orchestra,5,34
1572,Thompson Twins,5,12
1573,Jaganmoy Mitra,5,19
1574,Toto Cutugno,5,7
1575,Alessia Cara,5,13
1576,Toad The Wet Sprocket,5,13
1577,Xavier Wulf,5,6
1578,Satya Chowdhury,5,12
1579,"Perry Como', 'Mitchell Ayres & His Orchestra', 'The Ray Charles Singers",5,6
1580,Iggy Pop,5,24
1581,Giacomo Rondinella,5,29
1582,Ramsey Lewis,5,16
1583,TOOL,5,49
1584,The Crusaders,5,10
1585,Nilla Pizzi,5,13
1586,Jerry Rivera,5,23
1587,The Brothers Four,5,21
1588,Taylor Dayne,5,12
1589,Skillet,5,19
1590,Young the Giant,5,8
1591,"Shamshad Begum', 'G. M. Durrani",5,10
1592,Morbid Angel,5,8
1593,YoungBoy Never Broke Again,5,16
1594,Oasis,5,37
1595,Peter Cetera,5,8
1596,Michael Martin Murphey,5,9
1597,"Johannes Brahms', 'Arturo Toscanini",5,38
1598,Queensrÿche,5,57
1599,Alanis Morissette,5,35
1600,Ann Peebles,5,19
1601,Pretenders,5,37
1602,Carlos Vives,5,13
1603,"Merle Haggard', 'The Strangers",5,11
1604,Fiona Apple,5,23
1605,Sonny Boy Williamson II,5,34
1606,Mitski,5,15
1607,Alan Tam,5,9
1608,Dirty Heads,5,10
1609,"Richard Wagner', 'Arturo Toscanini",5,33
1610,King Diamond,5,17
1611,Josh Turner,5,7
1612,The 5th Dimension,5,27
1613,Nas,5,38
1614,Machine Gun Kelly,5,12
1615,"Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic",5,11
1616,Sam Hunt,5,16
1617,"Ludwig van Beethoven', 'Eugene Ormandy', 'Philadelphia Orchestra",5,14
1618,Collective Soul,5,14
1619,Years & Years,5,18
1620,Chris Cornell,5,7
1621,Mudvayne,5,13
1622,Harry Chapin,5,28
1623,Al Stewart,5,16
1624,Testament,5,18
1625,Saraswati Rane,5,6
1626,Will Atkinson,5,7
1627,Brent Faiyaz,5,12
1628,Will Ackerman,5,6
1629,My Morning Jacket,5,8
1630,Midnight Oil,5,12
1631,"""DJ Nas'D""",5,6
1632,"Sonora Ponceña', 'Papo Lucca",5,9
1633,"Johnny Cash', 'Waylon Jennings",5,7
1634,The Shirelles,5,33
1635,Bobby Helms,5,12
1636,Alberto Cortez,5,6
1637,Ani DiFranco,5,8
1638,Big Audio Dynamite,5,10
1639,Sérgio Mendes,5,9
1640,The Cramps,5,56
1641,Dion,5,50
1642,Tevin Campbell,5,12
1643,"Neil Young', 'Crazy Horse",5,51
1644,Chubby Checker,5,27
1645,David Foster,5,8
1646,Robert Earl Keen,5,8
1647,Brad Mehldau,5,6
1648,Ludacris,5,9
1649,3 Doors Down,5,18
1650,Savatage,5,7
1651,"Blood, Sweat & Tears",5,25
1652,The Cranberries,5,38
1653,Sylvester,5,6
1654,Atlanta Rhythm Section,5,17
1655,Common,5,9
1656,Pesado,5,7
1657,Mi Banda El Mexicano,5,22
1658,Mary Jane Girls,5,6
1659,Sevendust,5,11
1660,Robbie Williams,5,7
1661,Dave Mason,5,22
1662,"""Jane's Addiction""",5,32
1663,Jay & The Americans,5,24
1664,Zacarias Ferreira,5,9
1665,Spirit,5,14
1666,The Ames Brothers,5,16
1667,The Bangles,5,15
1668,Cody Johnson,5,12
1669,Karla Bonoff,5,6
1670,Arthur Lyman,5,69
1671,The Brothers Johnson,5,16
1672,Woody Herman & His Orchestra,5,42
1673,Hawkwind,5,7
1674,Randy Rogers Band,5,7
1675,Luke Combs,5,24
1676,Sons of the Pioneers,5,41
1677,Alexander Popov,5,7
1678,Bernard Herrmann,5,51
1679,Philip Glass,5,12
1680,Ed Sheeran,5,39
1681,New Found Glory,5,11
1682,Zac Brown Band,5,20
1683,"Igor Stravinsky', 'Columbia Symphony Orchestra",5,140
1684,The New Birth,5,7
1685,Burt Bacharach,5,26
1686,Bina Chowdhury,5,5
1687,"""Howlin' Wolf""",5,38
1688,The McGuire Sisters,5,28
1689,"Frédéric Chopin', 'Claudio Arrau",5,41
1690,Da Endorphine,5,5
1691,"Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic",5,27
1692,Thomas Rhett,5,14
1693,The Main Ingredient,5,7
1694,Art Blakey & The Jazz Messengers,5,31
1695,50 Cent,5,35
1696,Odyssey,5,8
1697,Novos Baianos,5,15
1698,Fortugé,5,10
1699,Generation X,5,8
1700,Steve Erquiaga,5,10
1701,The Neighbourhood,5,21
1702,Sisters of Mercy,5,29
1703,Melissa Manchester,5,5
1704,Bay City Rollers,5,9
1705,Alfred Newman,5,52
1706,Musiq Soulchild,5,10
1707,Bauhaus,5,36
1708,Spyro Gyra,5,10
1709,Fito Paez,5,9
1710,Paul Young,5,8
1711,Erykah Badu,5,38
1712,Felt,5,9
1713,Anri,5,22
1714,Art Tatum,5,20
1715,Louis Prima,5,13
1716,Peaches & Herb,5,8
1717,The Neville Brothers,5,10
1718,Cristian Castro,5,11
1719,Mac Dre,5,8
1720,Dokken,5,36
1721,Bathory,5,17
1722,Melvins,5,13
1723,Tony Rice,5,15
1724,Kanan Devi,5,8
1725,Andy Montañez,5,7
1726,Los Fugitivos,5,13
1727,Josh Groban,5,13
1728,Chalino Sanchez,5,22
1729,"Ella Fitzgerald', 'Louis Armstrong",5,37
1730,Faces,5,29
1731,Burning Spear,5,16
1732,Con Funk Shun,5,13
1733,Yotto,5,5
1734,Jewel,5,16
1735,Bobby Pulido,5,8
1736,Rise Against,5,20
1737,Beth Carvalho,5,6
1738,Joe Jackson,5,27
1739,Uma Devi,5,18
1740,"Bing Crosby', 'The Andrews Sisters",5,17
1741,The New Christy Minstrels,5,34
1742,Gábor Szabó,5,16
1743,Brian Hyland,5,14
1744,Peter White,5,7
1745,Paul Davis,5,10
1746,Widespread Panic,5,19
1747,"Ricardo ""Richie"" Ray', 'Bobby Cruz",5,6
1748,Los Felinos,5,15
1749,Adam Sandler,5,8
1750,Suzi Quatro,5,9
1751,"""Gilbert O'Sullivan""",5,8
1752,Wynton Kelly,5,28
1753,Bessie Smith,5,23
1754,Andy Grammer,5,9
1755,Doc Watson,5,20
1756,Diego Verdaguer,5,19
1757,Jesús Adrián Romero,5,13
1758,5 Seconds of Summer,5,14
1759,Mary Martin,5,7
1760,Shawn Mendes,5,19
1761,Flo Rida,5,8
1762,Concrete Blonde,5,9
1763,Harry James,5,21
1764,Mahendra Kapoor,5,5
1765,BLACKPINK,5,9
1766,Yo La Tengo,5,14
1767,Ultravox,5,11
1768,Mason Foster,5,5
1769,Brandy,5,18
1770,Charlie Palmieri,5,6
1771,"Lester Flatt', 'Earl Scruggs', 'The Foggy Mountain Boys",5,17
1772,Franco De Vita,5,10
1773,Akon,5,9
1774,Barbara Mandrell,5,11
1775,Rancid,5,24
1776,TV On The Radio,5,6
1777,Big Daddy Kane,5,10
1778,Los Caminantes,5,46
1779,Joan Armatrading,5,16
1780,Kid Cudi,5,54
1781,Sabrina Carpenter,5,8
1782,Twila Paris,4,5
1783,Glenn Yarbrough,4,10
1784,Tate McRae,4,6
1785,David Benoit,4,5
1786,Anita Mui,4,4
1787,Howard Jones,4,11
1788,Jimmy McGriff,4,14
1789,Banda Sinaloense El Recodo De Cruz Lizarraga,4,6
1790,Tino Rossi,4,11
1791,Barney,4,6
1792,Gerry Mulligan Quartet,4,23
1793,FLOW,4,6
1794,Bob James,4,7
1795,Sean Paul,4,11
1796,Mystikal,4,7
1797,Tropical Panamá,4,11
1798,Ivy Queen,4,8
1799,Mario,4,8
1800,Foster The People,4,10
1801,Trooper,4,4
1802,"Robert Schumann', 'Vladimir Horowitz",4,101
1803,Buffy Sainte-Marie,4,15
1804,Creed,4,23
1805,"2Pac', 'Outlawz",4,4
1806,Wallows,4,5
1807,Anthem Lights,4,33
1808,White Zombie,4,24
1809,Franck Pourcel,4,4
1810,Buddy Guy,4,11
1811,Grupo Toppaz De Reynaldo Flores,4,11
1812,"La Sonora Matancera', 'Celio Gonzalez",4,14
1813,Marianne Faithfull,4,8
1814,The Weather Girls,4,5
1815,"Ghantasala', 'Jikki",4,8
1816,Pat Boone,4,38
1817,Hank Thompson,4,8
1818,Grupo Pegasso,4,22
1819,Jean Ferrat,4,6
1820,21 Savage,4,7
1821,"Francisco Tárrega', 'Andrés Segovia",4,7
1822,Grupo Zaaz de Victor Hugo Ruiz,4,4
1823,Ronnie Laws,4,6
